"","location","continent","date","people_fully_vaccinated","people_fully_vaccinated_per_hundred","new_cases","total_cases","new_deaths","new_deaths_per_million","total_deaths_per_million"
"343","Angola","Africa",2022-03-08,5699666,16.8,23,98829,0,0,55.992
"344","Angola","Africa",2022-03-17,5888639,17.35,18,99003,0,0,55.992
"345","Angola","Africa",2022-03-25,5993792,17.66,21,99102,0,0,55.992
"346","Angola","Africa",2022-04-01,6127137,18.06,25,99194,0,0,55.992
"347","Angola","Africa",2022-04-26,6327907,18.65,0,99287,0,0,55.992
"348","Anguilla","North America",2021-09-24,9086,60.07,14,364,0,0,66.116
"349","Anguilla","North America",2021-10-01,9156,60.54,16,425,0,0,66.116
"350","Anguilla","North America",2021-11-29,9156,60.54,52,1386,0,0,198.347
"351","Anguilla","North America",2021-12-01,9213,60.91,0,1386,0,0,198.347
"352","Anguilla","North America",2021-12-08,9223,60.98,0,1469,0,0,264.463
"353","Anguilla","North America",2022-01-14,9282,61.37,98,2040,0,0,396.694
"354","Anguilla","North America",2022-01-21,9318,61.61,0,2187,0,0,462.81
"355","Anguilla","North America",2022-01-28,9336,61.73,54,2324,1,66.116,528.926
"356","Anguilla","North America",2022-02-02,9351,61.82,0,2361,0,0,528.926
"357","Anguilla","North America",2022-02-09,9418,62.27,22,2458,0,0,595.041
"358","Anguilla","North America",2022-02-11,9418,62.27,0,2458,0,0,595.041
"359","Anguilla","North America",2022-02-16,9500,62.81,9,2506,0,0,595.041
"360","Anguilla","North America",2022-02-18,9500,62.81,0,2506,0,0,595.041
"361","Anguilla","North America",2022-02-25,9531,63.01,0,2528,0,0,595.041
"362","Anguilla","North America",2022-03-02,9549,63.13,0,2555,0,0,595.041
"363","Anguilla","North America",2022-03-09,9562,63.22,0,2574,0,0,595.041
"364","Anguilla","North America",2022-03-11,9562,63.22,0,2574,0,0,595.041
"365","Anguilla","North America",2022-03-18,9603,63.49,0,2595,0,0,595.041
"366","Anguilla","North America",2022-03-23,9624,63.63,0,2633,0,0,595.041
"367","Anguilla","North America",2022-04-08,9874,65.28,0,2717,0,0,595.041
"368","Anguilla","North America",2022-05-06,9955,65.82,0,2788,0,0,595.041
"369","Antigua and Barbuda","North America",2021-05-17,2581,2.61,10,1251,9,91.16,425.411
"370","Antigua and Barbuda","North America",2021-05-21,7050,7.14,0,1255,0,0,425.411
"371","Antigua and Barbuda","North America",2021-05-25,9250,9.37,0,1258,0,0,425.411
"372","Antigua and Barbuda","North America",2021-05-26,11354,11.5,0,1258,0,0,425.411
"373","Antigua and Barbuda","North America",2021-05-27,12915,13.08,0,1258,0,0,425.411
"374","Antigua and Barbuda","North America",2021-05-29,15133,15.33,0,1259,0,0,425.411
"375","Antigua and Barbuda","North America",2021-05-31,16866,17.08,1,1260,0,0,425.411
"376","Antigua and Barbuda","North America",2021-06-03,18179,18.41,0,1262,0,0,425.411
"377","Antigua and Barbuda","North America",2021-06-06,21494,21.77,0,1263,0,0,425.411
"378","Antigua and Barbuda","North America",2021-06-07,22896,23.19,0,1263,0,0,425.411
"379","Antigua and Barbuda","North America",2021-06-09,23430,23.73,0,1263,0,0,425.411
"380","Antigua and Barbuda","North America",2021-06-12,23844,24.15,0,1263,0,0,425.411
"381","Antigua and Barbuda","North America",2021-06-15,24325,24.64,0,1263,0,0,425.411
"382","Antigua and Barbuda","North America",2021-06-17,26593,26.94,0,1263,0,0,425.411
"383","Antigua and Barbuda","North America",2021-06-20,27041,27.39,0,1263,0,0,425.411
"384","Antigua and Barbuda","North America",2021-06-29,27563,27.92,0,1263,0,0,425.411
"385","Antigua and Barbuda","North America",2021-07-01,27872,28.23,1,1264,0,0,425.411
"386","Antigua and Barbuda","North America",2021-07-04,28004,28.36,0,1264,0,0,425.411
"387","Antigua and Barbuda","North America",2021-07-06,28074,28.44,1,1265,0,0,425.411
"388","Antigua and Barbuda","North America",2021-07-08,28251,28.61,1,1266,0,0,425.411
"389","Antigua and Barbuda","North America",2021-07-09,28429,28.8,0,1266,0,0,425.411
"390","Antigua and Barbuda","North America",2021-07-13,28611,28.98,0,1266,0,0,425.411
"391","Antigua and Barbuda","North America",2021-07-15,28665,29.03,0,1267,0,0,425.411
"392","Antigua and Barbuda","North America",2021-07-18,28808,29.18,0,1268,0,0,425.411
"393","Antigua and Barbuda","North America",2021-07-20,28960,29.33,0,1275,0,0,425.411
"394","Antigua and Barbuda","North America",2021-07-21,29024,29.4,0,1275,0,0,425.411
"395","Antigua and Barbuda","North America",2021-07-22,30292,30.68,2,1277,0,0,425.411
"396","Antigua and Barbuda","North America",2021-07-25,30430,30.82,0,1280,0,0,435.54
"397","Antigua and Barbuda","North America",2021-07-28,30648,31.04,0,1288,0,0,435.54
"398","Antigua and Barbuda","North America",2021-07-29,30704,31.1,7,1295,0,0,435.54
"399","Antigua and Barbuda","North America",2021-08-02,30928,31.33,0,1303,0,0,435.54
"400","Antigua and Barbuda","North America",2021-08-04,31056,31.46,8,1311,0,0,435.54
"401","Antigua and Barbuda","North America",2021-08-07,31298,31.7,0,1328,0,0,435.54
"402","Antigua and Barbuda","North America",2021-08-10,31414,31.82,0,1348,0,0,435.54
"403","Antigua and Barbuda","North America",2021-08-14,32026,32.44,6,1378,0,0,435.54
"404","Antigua and Barbuda","North America",2021-08-16,32248,32.66,0,1397,0,0,435.54
"405","Antigua and Barbuda","North America",2021-08-19,32370,32.79,0,1421,0,0,435.54
"406","Antigua and Barbuda","North America",2021-08-22,32816,33.24,0,1490,0,0,435.54
"407","Antigua and Barbuda","North America",2021-08-24,33094,33.52,0,1540,0,0,435.54
"408","Antigua and Barbuda","North America",2021-08-28,33391,33.82,40,1638,0,0,435.54
"409","Antigua and Barbuda","North America",2021-08-30,33842,34.28,62,1713,1,10.129,445.669
"410","Antigua and Barbuda","North America",2021-08-31,34008,34.45,2,1715,0,0,445.669
"411","Antigua and Barbuda","North America",2021-09-07,35059,35.51,82,1960,1,10.129,476.055
"412","Antigua and Barbuda","North America",2021-09-10,35709,36.17,0,2059,0,0,476.055
"413","Antigua and Barbuda","North America",2021-09-13,35973,36.44,131,2297,0,0,486.184
"414","Antigua and Barbuda","North America",2021-09-17,36816,37.29,299,2603,7,70.902,557.086
"415","Antigua and Barbuda","North America",2021-09-24,40672,41.2,0,2815,0,0,638.117
"416","Antigua and Barbuda","North America",2021-09-28,42170,42.71,237,3160,12,121.546,769.792
"417","Antigua and Barbuda","North America",2021-10-02,42989,43.54,67,3403,3,30.387,850.822
"418","Antigua and Barbuda","North America",2021-10-04,43648,44.21,0,3503,0,0,860.951
"419","Antigua and Barbuda","North America",2021-10-06,43873,44.44,63,3581,2,20.258,881.209
"420","Antigua and Barbuda","North America",2021-10-09,44405,44.98,60,3738,0,0,921.724
"421","Antigua and Barbuda","North America",2021-10-13,45088,45.67,45,3817,0,0,941.982
"422","Antigua and Barbuda","North America",2021-10-16,46287,46.88,30,3888,2,20.258,962.24
"423","Antigua and Barbuda","North America",2021-10-19,47298,47.91,0,3918,0,0,962.24
"424","Antigua and Barbuda","North America",2021-10-23,48797,49.43,25,4019,2,20.258,1002.755
"425","Antigua and Barbuda","North America",2021-10-26,49560,50.2,0,4031,0,0,1002.755
"426","Antigua and Barbuda","North America",2021-10-30,50118,50.76,18,4058,0,0,1033.142
"427","Antigua and Barbuda","North America",2021-11-05,50943,51.6,6,4078,0,0,1053.399
"428","Antigua and Barbuda","North America",2021-11-08,52689,53.37,0,4091,0,0,1063.528
"429","Antigua and Barbuda","North America",2021-11-16,54698,55.4,4,4122,0,0,1083.786
"430","Antigua and Barbuda","North America",2021-11-21,55430,56.14,0,4135,0,0,1093.915
"431","Antigua and Barbuda","North America",2021-11-23,55801,56.52,2,4138,0,0,1185.074
"432","Antigua and Barbuda","North America",2021-11-26,56219,56.94,0,4141,0,0,1185.074
"433","Antigua and Barbuda","North America",2021-12-02,56989,57.72,0,4141,0,0,1185.074
"434","Antigua and Barbuda","North America",2021-12-05,57345,58.08,0,4147,0,0,1185.074
"435","Antigua and Barbuda","North America",2021-12-10,57888,58.63,8,4159,0,0,1185.074
"436","Antigua and Barbuda","North America",2021-12-19,58503,59.26,0,4198,0,0,1185.074
"437","Antigua and Barbuda","North America",2021-12-25,58503,59.26,20,4236,0,0,1195.203
"438","Antigua and Barbuda","North America",2021-12-29,58863,59.62,0,4259,0,0,1195.203
"439","Antigua and Barbuda","North America",2022-01-06,59054,59.81,229,4715,0,0,1205.332
"440","Antigua and Barbuda","North America",2022-01-13,59472,60.24,0,5214,0,0,1215.461
"441","Antigua and Barbuda","North America",2022-01-26,60358,61.14,419,6442,4,40.515,1276.234
"442","Antigua and Barbuda","North America",2022-02-05,60492,61.27,0,6732,0,0,1286.363
"443","Antigua and Barbuda","North America",2022-02-17,60963,61.75,0,7395,0,0,1367.393
"444","Antigua and Barbuda","North America",2022-02-28,61144,61.93,0,7437,0,0,1367.393
"445","Antigua and Barbuda","North America",2022-03-01,61327,62.12,10,7447,0,0,1367.393
"446","Antigua and Barbuda","North America",2022-03-14,61550,62.34,0,7466,0,0,1367.393
"447","Antigua and Barbuda","North America",2022-03-31,61687,62.48,0,7491,0,0,1367.393
"448","Argentina","South America",2021-01-30,101903,0.22,6902,1922264,156,3.421,1050.984
"449","Argentina","South America",2021-01-31,102519,0.22,4975,1927239,43,0.943,1051.927
"450","Argentina","South America",2021-02-01,119770,0.26,6614,1933853,275,6.03,1057.957
"451","Argentina","South America",2021-02-02,137999,0.3,9695,1943548,177,3.881,1061.838
"452","Argentina","South America",2021-02-03,154201,0.34,9196,1952744,113,2.478,1064.316
"453","Argentina","South America",2021-02-04,172005,0.38,8891,1961635,161,3.53,1067.846
"454","Argentina","South America",2021-02-05,191151,0.42,8374,1970009,285,6.249,1074.095
"455","Argentina","South America",2021-02-06,199001,0.44,6680,1976689,125,2.741,1076.836
"456","Argentina","South America",2021-02-07,199813,0.44,3658,1980347,61,1.338,1078.174
"457","Argentina","South America",2021-02-08,206765,0.45,5154,1985501,227,4.977,1083.151
"458","Argentina","South America",2021-02-09,212695,0.47,7794,1993295,168,3.684,1086.835
"459","Argentina","South America",2021-02-10,217309,0.48,7739,2001034,108,2.368,1089.203
"460","Argentina","South America",2021-02-11,230494,0.51,7311,2008345,200,4.385,1093.588
"461","Argentina","South America",2021-02-12,242068,0.53,7151,2015496,155,3.399,1096.987
"462","Argentina","South America",2021-02-13,244741,0.54,6057,2021553,159,3.486,1100.474
"463","Argentina","South America",2021-02-14,244869,0.54,4245,2025798,48,1.052,1101.526
"464","Argentina","South America",2021-02-15,245105,0.54,3259,2029057,91,1.995,1103.521
"465","Argentina","South America",2021-02-16,245379,0.54,4003,2033060,105,2.302,1105.824
"466","Argentina","South America",2021-02-17,250126,0.55,6064,2039124,184,4.035,1109.858
"467","Argentina","South America",2021-02-18,261678,0.57,7671,2046795,241,5.284,1115.143
"468","Argentina","South America",2021-02-19,269220,0.59,7886,2054681,143,3.136,1118.278
"469","Argentina","South America",2021-02-20,270762,0.59,5944,2060625,122,2.675,1120.953
"470","Argentina","South America",2021-02-21,270798,0.59,3709,2064334,76,1.666,1122.62
"471","Argentina","South America",2021-02-22,272520,0.6,5417,2069751,161,3.53,1126.15
"472","Argentina","South America",2021-02-23,276632,0.61,7477,2077228,151,3.311,1129.461
"473","Argentina","South America",2021-02-24,283094,0.62,8183,2085411,140,3.07,1132.531
"474","Argentina","South America",2021-02-25,294527,0.65,8234,2093645,145,3.179,1135.71
"475","Argentina","South America",2021-02-26,305545,0.67,5083,2098728,92,2.017,1137.728
"476","Argentina","South America",2021-02-27,307555,0.67,5469,2104197,59,1.294,1139.021
"477","Argentina","South America",2021-02-28,307870,0.68,3168,2107365,19,0.417,1139.438
"478","Argentina","South America",2021-03-01,315199,0.69,4658,2112023,112,2.456,1141.894
"479","Argentina","South America",2021-03-02,322398,0.71,6653,2118676,115,2.522,1144.415
"480","Argentina","South America",2021-03-03,329574,0.72,7855,2126531,261,5.723,1150.138
"481","Argentina","South America",2021-03-04,343195,0.75,7432,2133963,191,4.188,1154.326
"482","Argentina","South America",2021-03-05,356022,0.78,7891,2141854,140,3.07,1157.396
"483","Argentina","South America",2021-03-06,359811,0.79,4860,2146714,86,1.886,1159.282
"484","Argentina","South America",2021-03-07,359892,0.79,2922,2149636,10,0.219,1159.501
"485","Argentina","South America",2021-03-08,362383,0.79,5058,2154694,241,5.284,1164.785
"486","Argentina","South America",2021-03-09,364698,0.8,7307,2162001,131,2.872,1167.658
"487","Argentina","South America",2021-03-10,371024,0.81,7693,2169694,107,2.346,1170.004
"488","Argentina","South America",2021-03-11,403810,0.89,8204,2177898,134,2.938,1172.942
"489","Argentina","South America",2021-03-12,447370,0.98,7849,2185747,85,1.864,1174.806
"490","Argentina","South America",2021-03-13,474643,1.04,6278,2192025,68,1.491,1176.297
"491","Argentina","South America",2021-03-14,475882,1.04,3697,2195722,24,0.526,1176.823
"492","Argentina","South America",2021-03-15,504476,1.11,6164,2201886,166,3.64,1180.463
"493","Argentina","South America",2021-03-16,526587,1.15,8235,2210121,200,4.385,1184.849
"494","Argentina","South America",2021-03-17,544785,1.19,8304,2218425,195,4.276,1189.124
"495","Argentina","South America",2021-03-18,588188,1.29,8328,2226753,155,3.399,1192.523
"496","Argentina","South America",2021-03-19,624257,1.37,8160,2234913,90,1.973,1194.497
"497","Argentina","South America",2021-03-20,637041,1.4,6826,2241739,41,0.899,1195.396
"498","Argentina","South America",2021-03-21,638357,1.4,4032,2245771,28,0.614,1196.01
"499","Argentina","South America",2021-03-22,651130,1.43,6401,2252172,126,2.763,1198.772
"500","Argentina","South America",2021-03-23,663645,1.46,9405,2261577,152,3.333,1202.105
"501","Argentina","South America",2021-03-24,664886,1.46,8300,2269877,123,2.697,1204.802
"502","Argentina","South America",2021-03-25,680287,1.49,8238,2278115,146,3.201,1208.004
"503","Argentina","South America",2021-03-26,690668,1.51,12936,2291051,143,3.136,1211.139
"504","Argentina","South America",2021-03-27,693812,1.52,10338,2301389,133,2.916,1214.055
"505","Argentina","South America",2021-03-28,693868,1.52,7208,2308597,81,1.776,1215.832
"506","Argentina","South America",2021-03-29,698647,1.53,14014,2322611,162,3.552,1219.384
"507","Argentina","South America",2021-03-30,703953,1.54,10154,2332765,125,2.741,1222.125
"508","Argentina","South America",2021-03-31,708810,1.55,16056,2348821,122,2.675,1224.8
"509","Argentina","South America",2021-04-01,710919,1.56,14430,2363251,83,1.82,1226.62
"510","Argentina","South America",2021-04-02,711931,1.56,9902,2373153,82,1.798,1228.418
"511","Argentina","South America",2021-04-03,712467,1.56,10384,2383537,83,1.82,1230.238
"512","Argentina","South America",2021-04-04,712564,1.56,9955,2393492,93,2.039,1232.277
"513","Argentina","South America",2021-04-05,722172,1.58,13667,2407159,272,5.964,1238.241
"514","Argentina","South America",2021-04-06,730272,1.6,20870,2428029,163,3.574,1241.815
"515","Argentina","South America",2021-04-07,736820,1.62,22039,2450068,198,4.342,1246.157
"516","Argentina","South America",2021-04-08,741725,1.63,23683,2473751,290,6.359,1252.515
"517","Argentina","South America",2021-04-09,753887,1.65,24130,2497881,228,4.999,1257.515
"518","Argentina","South America",2021-04-10,759229,1.66,19419,2517300,297,6.512,1264.027
"519","Argentina","South America",2021-04-11,760745,1.67,15262,2532562,132,2.894,1266.922
"520","Argentina","South America",2021-04-12,769360,1.69,19437,2551999,178,3.903,1270.825
"521","Argentina","South America",2021-04-13,793942,1.74,27001,2579000,217,4.758,1275.583
"522","Argentina","South America",2021-04-14,808824,1.77,25157,2604157,368,8.069,1283.652
"523","Argentina","South America",2021-04-15,829931,1.82,24999,2629156,383,8.398,1292.05
"524","Argentina","South America",2021-04-16,838097,1.84,29472,2658628,159,3.486,1295.536
"525","Argentina","South America",2021-04-17,843505,1.85,19119,2677747,80,1.754,1297.29
"526","Argentina","South America",2021-04-18,843636,1.85,16267,2694014,64,1.403,1298.694
"527","Argentina","South America",2021-04-19,858013,1.88,20461,2714475,248,5.438,1304.132
"528","Argentina","South America",2021-04-20,873726,1.92,29145,2743620,316,6.929,1311.061
"529","Argentina","South America",2021-04-21,888477,1.95,25932,2769552,291,6.381,1317.441
"530","Argentina","South America",2021-04-22,902202,1.98,27216,2796768,537,11.775,1329.216
"531","Argentina","South America",2021-04-23,914627,2.01,27884,2824652,556,12.191,1341.408
"532","Argentina","South America",2021-04-24,916040,2.01,21220,2845872,298,6.534,1347.942
"533","Argentina","South America",2021-04-25,916230,2.01,15012,2860884,170,3.728,1351.67
"534","Argentina","South America",2021-04-26,922238,2.02,18793,2879677,443,9.714,1361.383
"535","Argentina","South America",2021-04-27,927397,2.03,25495,2905172,512,11.227,1372.61
"536","Argentina","South America",2021-04-28,950754,2.08,23718,2928890,348,7.631,1380.24
"537","Argentina","South America",2021-04-29,984426,2.16,26053,2954943,561,12.301,1392.541
"538","Argentina","South America",2021-04-30,1017285,2.23,22420,2977363,357,7.828,1400.369
"539","Argentina","South America",2021-05-01,1020785,2.24,16502,2993865,231,5.065,1405.435
"540","Argentina","South America",2021-05-02,1034834,2.27,11394,3005259,156,3.421,1408.855
"541","Argentina","South America",2021-05-03,1111846,2.44,15920,3021179,540,11.841,1420.696
"542","Argentina","South America",2021-05-04,1207042,2.65,26238,3047417,410,8.99,1429.686
"543","Argentina","South America",2021-05-05,1287092,2.82,24079,3071496,663,14.538,1444.223
"544","Argentina","South America",2021-05-06,1351603,2.96,24086,3095582,398,8.727,1452.95
"545","Argentina","South America",2021-05-07,1447625,3.17,22552,3118134,609,13.354,1466.304
"546","Argentina","South America",2021-05-08,1489458,3.27,18024,3136158,170,3.728,1470.032
"547","Argentina","South America",2021-05-09,1492552,3.27,11582,3147740,283,6.205,1476.237
"548","Argentina","South America",2021-05-10,1556775,3.41,17381,3165121,496,10.876,1487.113
"549","Argentina","South America",2021-05-11,1621181,3.55,25976,3191097,490,10.744,1497.857
"550","Argentina","South America",2021-05-12,1766327,3.87,24475,3215572,496,10.876,1508.733
"551","Argentina","South America",2021-05-13,1920771,4.21,26531,3242103,447,9.801,1518.534
"552","Argentina","South America",2021-05-14,2076800,4.55,27363,3269466,599,13.134,1531.668
"553","Argentina","South America",2021-05-15,2127241,4.66,21469,3290935,400,8.771,1540.439
"554","Argentina","South America",2021-05-16,2170522,4.76,16350,3307285,269,5.898,1546.338
"555","Argentina","South America",2021-05-17,2267367,4.97,28680,3335965,505,11.073,1557.411
"556","Argentina","South America",2021-05-18,2311361,5.07,35543,3371508,744,16.314,1573.724
"557","Argentina","South America",2021-05-19,2347744,5.15,39652,3411160,494,10.832,1584.556
"558","Argentina","South America",2021-05-20,2389846,5.24,35884,3447044,434,9.516,1594.073
"559","Argentina","South America",2021-05-21,2475534,5.43,35468,3482512,692,15.174,1609.246
"560","Argentina","South America",2021-05-22,2519062,5.52,32171,3514683,297,6.512,1615.759
"561","Argentina","South America",2021-05-23,2541952,5.57,24801,3539484,375,8.223,1623.981
"562","Argentina","South America",2021-05-24,2561898,5.62,22651,3562135,417,9.144,1633.125
"563","Argentina","South America",2021-05-25,2588384,5.68,24601,3586736,576,12.63,1645.755
"564","Argentina","South America",2021-05-26,2652581,5.82,35399,3622135,532,11.665,1657.42
"565","Argentina","South America",2021-05-27,2734056,5.99,41080,3663215,547,11.994,1669.414
"566","Argentina","South America",2021-05-28,2855449,6.26,39207,3702422,558,12.235,1681.649
"567","Argentina","South America",2021-05-29,2916732,6.4,29841,3732263,415,9.1,1690.749
"568","Argentina","South America",2021-05-30,2933312,6.43,21346,3753609,348,7.631,1698.38
"569","Argentina","South America",2021-05-31,2995479,6.57,28175,3781784,637,13.968,1712.347
"570","Argentina","South America",2021-06-01,3047331,6.68,35355,3817139,640,14.033,1726.38
